id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,month,year_month,year,season,house_age,basement,median_price_zip,median_price_season,status,selling_price,profit
179001425,2014-10-24,230000.0,3,1.75,1420,3000,1.0,no,0,3,5,710,710,1931-01-01,2014-01-01,98178,47.4928,-122.274,10,2014-10,2014,fall,old,yes,279000.0,290500.0,buy,299000.0,69000.0
7390400026,2014-11-24,315000.0,4,1.75,1850,8580,1.0,no,0,3,7,1140,710,1960-01-01,1970-01-01,98178,47.4877,-122.24,11,2014-11,2014,fall,new,yes,279000.0,290500.0,buy,346500.0,31500.0
179000505,2014-10-24,257000.0,3,1.75,1800,9000,1.0,no,0,3,7,1200,600,1961-01-01,1970-01-01,98178,47.4932,-122.27799999999999,10,2014-10,2014,fall,new,yes,279000.0,290500.0,buy,334100.0,77100.0
1180000885,2014-10-30,340500.0,3,2.5,3070,5871,3.0,no,0,4,8,2510,560,1928-01-01,1970-01-01,98178,47.5007,-122.223,10,2014-10,2014,fall,old,yes,279000.0,290500.0,buy,374550.00000000006,34050.00000000006
3352401090,2014-11-13,238950.0,2,1.0,1190,11400,1.0,no,0,3,7,1190,0,1951-01-01,1970-01-01,98178,47.5012,-122.265,11,2014-11,2014,fall,old,no,279000.0,290500.0,buy,310635.0,71685.0
1180002470,2014-11-04,354000.0,6,3.5,3020,4500,2.0,no,0,3,7,3020,0,1941-01-01,1992-01-01,98178,47.498000000000005,-122.225,11,2014-11,2014,fall,old,no,279000.0,290500.0,buy,389400.00000000006,35400.00000000006
7192200040,2014-10-01,280000.0,4,1.0,1880,6288,1.0,no,0,3,7,1120,760,1974-01-01,1970-01-01,98178,47.5101,-122.259,10,2014-10,2014,fall,new,yes,279000.0,290500.0,buy,364000.0,84000.0
1262700040,2014-10-16,363500.0,4,1.75,2180,9702,1.0,no,0,5,7,1090,1090,1962-01-01,1970-01-01,98178,47.4973,-122.26799999999999,10,2014-10,2014,fall,new,yes,279000.0,290500.0,buy,399850.00000000006,36350.00000000006
4059400515,2014-09-09,229950.0,2,1.0,920,7716,1.0,no,0,3,6,920,0,1944-01-01,1970-01-01,98178,47.5028,-122.243,9,2014-09,2014,fall,old,no,279000.0,290500.0,buy,298935.0,68985.0
4058200040,2014-09-17,361000.0,3,1.75,2130,8742,1.0,no,3,3,7,1330,800,1955-01-01,1970-01-01,98178,47.5057,-122.23100000000001,9,2014-09,2014,fall,old,yes,279000.0,290500.0,buy,397100.00000000006,36100.00000000006
7812801590,2014-10-30,219900.0,3,1.0,860,6664,1.0,no,0,3,6,860,0,1944-01-01,1970-01-01,98178,47.4931,-122.24700000000001,10,2014-10,2014,fall,old,no,279000.0,290500.0,buy,285870.0,65970.0
3352400351,2014-11-21,200000.0,3,1.0,1480,5600,1.0,no,0,4,6,940,540,1947-01-01,1970-01-01,98178,47.5045,-122.27,11,2014-11,2014,fall,old,yes,279000.0,290500.0,buy,260000.0,60000.0
7657600005,2014-10-31,249950.0,5,2.0,1730,7375,1.0,no,0,4,6,1730,0,1944-01-01,1970-01-01,98178,47.4953,-122.238,10,2014-10,2014,fall,old,no,279000.0,290500.0,buy,324935.0,74985.0
1180008370,2014-09-25,415000.0,4,3.5,3040,7125,2.0,no,1,3,8,2240,800,2002-01-01,1970-01-01,98178,47.492,-122.225,9,2014-09,2014,fall,new,yes,279000.0,290500.0,buy,456500.00000000006,41500.00000000006
2171400199,2014-09-04,277554.0,5,2.25,2350,13000,1.0,no,0,3,7,2350,0,1961-01-01,1970-01-01,98178,47.4939,-122.256,9,2014-09,2014,fall,new,no,279000.0,290500.0,buy,360820.2,83266.20000000001
7689600630,2014-11-06,216500.0,2,1.0,710,6960,1.0,no,0,4,6,710,0,1943-01-01,1970-01-01,98178,47.4886,-122.24600000000001,11,2014-11,2014,fall,old,no,279000.0,290500.0,buy,281450.0,64950.0
7657000540,2014-09-02,165000.0,4,1.0,1220,7980,1.5,no,0,3,6,1220,0,1944-01-01,1970-01-01,98178,47.4924,-122.23700000000001,9,2014-09,2014,fall,old,no,279000.0,290500.0,buy,214500.0,49500.0
3352400661,2014-11-10,135900.0,2,1.0,760,3800,1.0,no,0,3,6,760,0,1950-01-01,1970-01-01,98178,47.5019,-122.26899999999999,11,2014-11,2014,fall,old,no,279000.0,290500.0,buy,176670.0,40770.0
9282801030,2014-09-25,440000.0,5,3.0,2730,6000,1.0,no,0,3,8,1470,1260,1979-01-01,1970-01-01,98178,47.4994,-122.234,9,2014-09,2014,fall,new,yes,279000.0,290500.0,buy,484000.00000000006,44000.00000000006
1180000830,2014-10-02,460000.0,4,3.5,2870,3225,2.0,no,3,3,9,2070,800,2006-01-01,1970-01-01,98178,47.5009,-122.225,10,2014-10,2014,fall,new,yes,279000.0,290500.0,buy,506000.00000000006,46000.00000000006
4140940150,2014-10-02,572000.0,4,2.75,2770,3852,2.0,no,0,3,8,2770,0,2014-01-01,1970-01-01,98178,47.5001,-122.23200000000001,10,2014-10,2014,fall,new,no,279000.0,290500.0,buy,629200.0,57200.0
2172000075,2014-06-23,290900.0,2,2.0,1610,17600,2.0,no,0,3,6,1610,0,1930-01-01,1983-01-01,98178,47.4855,-122.266,6,2014-06,2014,summer,old,no,279000.0,265475.0,buy,319990.0,29090.0
7812800310,2014-06-25,260000.0,2,1.0,1120,5650,1.0,no,0,3,6,1120,0,1944-01-01,1970-01-01,98178,47.4979,-122.241,6,2014-06,2014,summer,old,no,279000.0,265475.0,buy,338000.0,78000.0
7657000165,2014-07-30,200000.0,4,1.0,1070,7467,1.5,no,0,3,7,1070,0,1944-01-01,1970-01-01,98178,47.4942,-122.235,7,2014-07,2014,summer,old,no,279000.0,265475.0,buy,260000.0,60000.0
3348401584,2014-08-21,210000.0,3,1.75,1400,7300,2.0,no,0,3,6,1400,0,1948-01-01,1970-01-01,98178,47.4999,-122.26799999999999,8,2014-08,2014,summer,old,no,279000.0,265475.0,buy,273000.0,63000.0
3352402195,2014-07-16,169000.0,3,1.0,890,7110,1.0,no,0,3,6,890,0,1957-01-01,1970-01-01,98178,47.4971,-122.26100000000001,7,2014-07,2014,summer,new,no,279000.0,265475.0,buy,219700.0,50700.0
9282801950,2014-08-18,279000.0,4,1.0,1210,6000,1.5,no,2,3,7,1210,0,1943-01-01,1970-01-01,98178,47.5026,-122.234,8,2014-08,2014,summer,old,no,279000.0,265475.0,buy,306900.0,27900.0
623059016,2014-07-17,1100000.0,4,3.25,3190,11774,2.0,yes,4,3,8,2610,580,1956-01-01,1991-01-01,98178,47.5033,-122.225,7,2014-07,2014,summer,new,yes,279000.0,265475.0,buy,1210000.0,110000.0
4141680190,2014-08-07,375000.0,3,2.5,2320,5760,1.0,no,0,3,7,1480,840,1987-01-01,1970-01-01,98178,47.504,-122.24799999999999,8,2014-08,2014,summer,new,yes,279000.0,265475.0,buy,412500.00000000006,37500.00000000006
8067000020,2014-06-11,295000.0,5,3.5,2100,5107,2.0,no,0,3,7,1410,690,1999-01-01,1970-01-01,98178,47.5108,-122.257,6,2014-06,2014,summer,new,yes,279000.0,265475.0,buy,324500.0,29500.0
7812801115,2014-06-13,153000.0,3,1.0,1270,6405,1.5,no,0,3,6,1270,0,1944-01-01,1970-01-01,98178,47.4959,-122.241,6,2014-06,2014,summer,old,no,279000.0,265475.0,buy,198900.0,45900.0
8068000730,2014-06-25,315000.0,4,2.0,1780,5336,1.5,no,0,5,6,930,850,1918-01-01,1970-01-01,98178,47.5094,-122.26299999999999,6,2014-06,2014,summer,old,yes,279000.0,265475.0,buy,346500.0,31500.0
2144800615,2014-06-25,190000.0,1,0.75,930,29258,1.0,no,0,3,6,930,0,1941-01-01,1970-01-01,98178,47.4837,-122.236,6,2014-06,2014,summer,old,no,279000.0,265475.0,buy,247000.0,57000.0
3352400325,2014-07-24,225000.0,3,1.5,1220,8345,1.5,no,0,3,7,1220,0,1931-01-01,1970-01-01,98178,47.5038,-122.266,7,2014-07,2014,summer,old,no,279000.0,265475.0,buy,292500.0,67500.0
4058801065,2014-08-08,272000.0,3,2.0,1200,5700,1.0,no,0,5,7,1200,0,1942-01-01,1970-01-01,98178,47.5031,-122.242,8,2014-08,2014,summer,old,no,279000.0,265475.0,buy,299200.0,27200.0
2144800117,2014-06-26,270000.0,4,2.25,2600,9900,1.0,no,0,3,7,1600,1000,1965-01-01,1970-01-01,98178,47.4881,-122.23700000000001,6,2014-06,2014,summer,new,yes,279000.0,265475.0,buy,297000.0,27000.0
2045400075,2014-06-23,415000.0,4,2.5,2170,8518,1.0,no,3,3,7,1350,820,1955-01-01,1970-01-01,98178,47.5073,-122.234,6,2014-06,2014,summer,old,yes,279000.0,265475.0,buy,456500.00000000006,41500.00000000006
6002400030,2014-08-14,324950.0,4,1.75,2320,9240,1.0,no,0,3,7,1160,1160,1959-01-01,2014-01-01,98178,47.4909,-122.257,8,2014-08,2014,summer,new,yes,279000.0,265475.0,buy,357445.0,32495.0
4058802255,2014-07-24,219950.0,2,1.0,990,6448,1.0,no,0,3,7,990,0,1948-01-01,1970-01-01,98178,47.5031,-122.245,7,2014-07,2014,summer,old,no,279000.0,265475.0,buy,285935.0,65985.0
7689600360,2014-06-13,215000.0,2,1.0,710,7200,1.0,no,0,3,6,710,0,1943-01-01,1970-01-01,98178,47.4903,-122.245,6,2014-06,2014,summer,old,no,279000.0,265475.0,buy,279500.0,64500.0
7689600330,2014-08-13,207000.0,3,1.0,860,7740,1.0,no,0,3,6,860,0,1960-01-01,1970-01-01,98178,47.4906,-122.244,8,2014-08,2014,summer,new,no,279000.0,265475.0,buy,269100.0,62100.0
2172000035,2014-08-21,190000.0,2,1.0,930,11450,1.0,no,0,3,6,930,0,1946-01-01,1970-01-01,98178,47.4862,-122.264,8,2014-08,2014,summer,old,no,279000.0,265475.0,buy,247000.0,57000.0
3348401622,2014-07-31,223000.0,3,2.0,1310,8440,1.0,no,0,5,6,1310,0,1951-01-01,1970-01-01,98178,47.5003,-122.26899999999999,7,2014-07,2014,summer,old,no,279000.0,265475.0,buy,289900.0,66900.0
1180005280,2014-07-23,239950.0,4,1.0,1460,6000,1.0,no,0,4,7,730,730,1941-01-01,1970-01-01,98178,47.4952,-122.22399999999999,7,2014-07,2014,summer,old,yes,279000.0,265475.0,buy,311935.0,71985.0
7961500010,2014-08-06,245000.0,3,2.25,2210,10794,1.0,no,0,3,7,1540,670,1967-01-01,1970-01-01,98178,47.4911,-122.22399999999999,8,2014-08,2014,summer,new,yes,279000.0,265475.0,buy,318500.0,73500.0
8073000585,2014-07-15,840500.0,4,2.25,2290,12174,1.0,yes,4,3,7,1490,800,1948-01-01,1970-01-01,98178,47.5114,-122.245,7,2014-07,2014,summer,old,yes,279000.0,265475.0,buy,924550.0000000001,84050.00000000012
4059400585,2014-06-24,218000.0,3,1.0,880,18205,1.0,no,0,4,6,880,0,1945-01-01,1970-01-01,98178,47.5013,-122.244,6,2014-06,2014,summer,old,no,279000.0,265475.0,buy,283400.0,65400.0
4060000170,2014-08-20,255000.0,2,1.0,1260,7810,2.0,no,0,3,6,1260,0,1945-01-01,1970-01-01,98178,47.5003,-122.24799999999999,8,2014-08,2014,summer,old,no,279000.0,265475.0,buy,331500.0,76500.0
7812800215,2014-08-08,235000.0,4,1.0,1500,6360,1.5,no,0,3,6,1500,0,1944-01-01,1970-01-01,98178,47.4979,-122.24,8,2014-08,2014,summer,old,no,279000.0,265475.0,buy,305500.0,70500.0
7657000210,2014-08-18,280000.0,3,1.75,1550,7410,1.5,no,0,5,7,1550,0,1944-01-01,1970-01-01,98178,47.4951,-122.23700000000001,8,2014-08,2014,summer,old,no,279000.0,265475.0,buy,308000.0,28000.0
1123049232,2014-06-06,279000.0,5,2.5,2690,5557,2.0,no,0,3,7,2690,0,2012-01-01,1970-01-01,98178,47.4914,-122.25299999999999,6,2014-06,2014,summer,new,no,279000.0,265475.0,buy,306900.0,27900.0
4058800439,2014-06-23,664950.0,5,3.0,3190,7081,1.0,no,2,3,9,1890,1300,2013-01-01,1970-01-01,98178,47.50899999999999,-122.24,6,2014-06,2014,summer,new,yes,279000.0,265475.0,buy,731445.0000000001,66495.00000000012
1678400105,2015-02-12,339000.0,4,1.5,2390,7480,1.5,no,2,3,7,2390,0,1920-01-01,1970-01-01,98178,47.504,-122.227,2,2015-02,2015,winter,old,no,279000.0,275000.0,buy,372900.00000000006,33900.00000000006
561000075,2014-12-31,260000.0,3,1.0,1180,5350,1.5,no,0,4,6,1180,0,1959-01-01,1970-01-01,98178,47.505,-122.259,12,2014-12,2014,winter,new,no,279000.0,275000.0,buy,338000.0,78000.0
8069000075,2014-12-29,790000.0,4,1.75,2460,10061,1.0,yes,4,3,7,1410,1050,1961-01-01,1970-01-01,98178,47.5105,-122.238,12,2014-12,2014,winter,new,yes,279000.0,275000.0,buy,869000.0000000001,79000.00000000012
3352400004,2015-01-29,184500.0,2,1.0,720,5880,1.0,no,0,3,6,720,0,1940-01-01,1970-01-01,98178,47.5056,-122.27,1,2015-01,2015,winter,old,no,279000.0,275000.0,buy,239850.0,55350.0
3800008,2015-02-24,178000.0,5,1.5,1990,18200,1.0,no,0,3,7,1990,0,1960-01-01,1970-01-01,98178,47.4938,-122.262,2,2015-02,2015,winter,new,no,279000.0,275000.0,buy,231400.0,53400.0
4060000440,2015-02-04,241000.0,3,1.0,880,6050,1.0,no,0,3,6,880,0,1945-01-01,1970-01-01,98178,47.4995,-122.24799999999999,2,2015-02,2015,winter,old,no,279000.0,275000.0,buy,313300.0,72300.0
4327600010,2015-02-02,336000.0,3,3.0,1790,13350,1.0,no,0,3,7,1190,600,1988-01-01,1970-01-01,98178,47.4958,-122.262,2,2015-02,2015,winter,new,yes,279000.0,275000.0,buy,369600.00000000006,33600.00000000006
4136800205,2015-02-19,258000.0,2,2.0,750,6553,1.5,no,2,3,7,750,0,1945-01-01,1970-01-01,98178,47.4982,-122.221,2,2015-02,2015,winter,old,no,279000.0,275000.0,buy,335400.0,77400.0
1123049129,2015-02-24,284200.0,3,1.75,1540,6632,1.0,no,0,3,7,1070,470,1959-01-01,1970-01-01,98178,47.4973,-122.25200000000001,2,2015-02,2015,winter,new,yes,279000.0,275000.0,buy,312620.0,28420.0
7812800681,2015-01-02,166000.0,2,1.0,870,8487,1.0,no,0,4,6,870,0,1944-01-01,1970-01-01,98178,47.4955,-122.23899999999999,1,2015-01,2015,winter,old,no,279000.0,275000.0,buy,215800.0,49800.0
3348401382,2015-02-10,318000.0,3,2.25,1690,12662,1.0,no,0,5,7,1090,600,1982-01-01,1970-01-01,98178,47.4972,-122.264,2,2015-02,2015,winter,new,yes,279000.0,275000.0,buy,349800.0,31800.0
1180003435,2014-12-09,275000.0,4,1.75,1690,6000,1.0,no,0,3,7,1690,0,1957-01-01,1970-01-01,98178,47.497,-122.227,12,2014-12,2014,winter,new,no,279000.0,275000.0,buy,302500.0,27500.0
3878900681,2015-01-21,272000.0,1,0.75,1040,6034,1.0,no,1,3,7,580,460,1991-01-01,1970-01-01,98178,47.5078,-122.251,1,2015-01,2015,winter,new,yes,279000.0,275000.0,buy,353600.0,81600.0
393000311,2015-02-25,286300.0,3,2.75,2000,6405,1.0,no,0,3,8,1260,740,1964-01-01,1970-01-01,98178,47.5066,-122.259,2,2015-02,2015,winter,new,yes,279000.0,275000.0,buy,314930.0,28630.0
7812801125,2015-01-12,222900.0,2,1.0,1110,6411,1.0,no,0,3,6,1110,0,1944-01-01,1970-01-01,98178,47.4962,-122.242,1,2015-01,2015,winter,old,no,279000.0,275000.0,buy,289770.0,66870.0
2988800065,2014-12-02,281000.0,2,1.0,1280,12500,1.0,no,0,3,7,1060,220,1951-01-01,1970-01-01,98178,47.4833,-122.23700000000001,12,2014-12,2014,winter,old,yes,279000.0,275000.0,buy,309100.0,28100.0
393000142,2014-12-11,372000.0,4,2.5,2070,8658,2.0,no,0,3,8,2070,0,1999-01-01,1970-01-01,98178,47.5072,-122.257,12,2014-12,2014,winter,new,no,279000.0,275000.0,buy,409200.00000000006,37200.00000000006
179001101,2015-01-05,135000.0,3,1.0,840,3000,1.0,no,0,3,5,840,0,1943-01-01,1970-01-01,98178,47.494,-122.275,1,2015-01,2015,winter,old,no,279000.0,275000.0,buy,175500.0,40500.0
3878900525,2015-02-13,329000.0,3,1.0,1200,5650,1.5,no,0,3,7,1200,0,1928-01-01,1970-01-01,98178,47.5065,-122.249,2,2015-02,2015,winter,old,no,279000.0,275000.0,buy,361900.00000000006,32900.00000000006
3347400525,2014-12-16,147000.0,3,1.0,1070,14000,1.0,no,0,3,7,1070,0,1960-01-01,1970-01-01,98178,47.4971,-122.279,12,2014-12,2014,winter,new,no,279000.0,275000.0,buy,191100.0,44100.0
8068000440,2014-12-26,399000.0,3,1.75,1620,10000,1.5,no,0,5,6,1620,0,1918-01-01,1970-01-01,98178,47.5091,-122.262,12,2014-12,2014,winter,old,no,279000.0,275000.0,buy,438900.00000000006,39900.00000000006
1123049126,2014-12-03,227000.0,3,1.0,1340,10035,1.0,no,0,3,7,1340,0,1959-01-01,1970-01-01,98178,47.4916,-122.25399999999999,12,2014-12,2014,winter,new,no,279000.0,275000.0,buy,295100.0,68100.0
1180005050,2014-12-18,463000.0,4,2.75,1900,6000,1.0,no,2,3,7,1300,600,1961-01-01,1970-01-01,98178,47.495,-122.229,12,2014-12,2014,winter,new,yes,279000.0,275000.0,buy,509300.00000000006,46300.00000000006
3151600035,2015-01-07,261590.0,2,1.0,760,6407,1.0,no,0,3,6,760,0,1943-01-01,1970-01-01,98178,47.4977,-122.259,1,2015-01,2015,winter,old,no,279000.0,275000.0,buy,340067.0,78477.0
4440400155,2015-01-06,190000.0,3,1.0,1280,5100,1.0,no,0,3,7,880,400,1961-01-01,1970-01-01,98178,47.5035,-122.259,1,2015-01,2015,winter,new,yes,279000.0,275000.0,buy,247000.0,57000.0
7812801785,2015-02-18,221347.0,3,2.0,1580,6655,1.0,no,0,3,6,790,790,1944-01-01,1970-01-01,98178,47.4927,-122.24799999999999,2,2015-02,2015,winter,old,yes,279000.0,275000.0,buy,287751.10000000003,66404.10000000003
2171400218,2015-04-16,245000.0,4,1.5,1280,8000,1.0,no,0,3,6,1280,0,1960-01-01,1970-01-01,98178,47.4949,-122.255,4,2015-04,2015,spring,new,no,279000.0,287500.0,buy,318500.0,73500.0
8073000550,2015-04-15,1700000.0,4,3.75,3190,17186,2.0,yes,4,3,10,3190,0,1999-01-01,1970-01-01,98178,47.5115,-122.24600000000001,4,2015-04,2015,spring,new,no,279000.0,287500.0,buy,1870000.0000000002,170000.00000000023
2976800550,2015-04-14,280005.0,3,1.5,1130,7200,1.0,no,0,3,7,1130,0,1954-01-01,1970-01-01,98178,47.5041,-122.25299999999999,4,2015-04,2015,spring,old,no,279000.0,287500.0,buy,364006.5,84001.5
3810000465,2014-05-20,243000.0,2,1.0,1770,5522,1.5,no,0,4,7,960,810,1943-01-01,1970-01-01,98178,47.4974,-122.23100000000001,5,2014-05,2014,spring,old,yes,279000.0,287500.0,buy,315900.0,72900.0
7878400022,2015-05-06,390000.0,4,2.25,3060,7920,1.0,no,0,3,7,1530,1530,1965-01-01,1970-01-01,98178,47.4879,-122.245,5,2015-05,2015,spring,new,yes,279000.0,287500.0,buy,429000.00000000006,39000.00000000006
7130300170,2015-03-26,552000.0,4,2.75,3160,8429,1.0,no,3,4,7,1620,1540,1982-01-01,1970-01-01,98178,47.511,-122.251,3,2015-03,2015,spring,new,yes,279000.0,287500.0,buy,607200.0,55200.0
6706200130,2015-04-15,343000.0,3,1.75,2210,7920,1.0,no,0,3,7,1400,810,1966-01-01,1970-01-01,98178,47.4968,-122.23700000000001,4,2015-04,2015,spring,new,yes,279000.0,287500.0,buy,377300.00000000006,34300.00000000006
1823059106,2015-04-28,288250.0,3,1.75,2110,15400,1.0,no,0,3,7,1380,730,1963-01-01,1970-01-01,98178,47.4861,-122.226,4,2015-04,2015,spring,new,yes,279000.0,287500.0,buy,317075.0,28825.0
9282800065,2015-03-29,203000.0,3,1.75,1190,6000,1.0,no,0,3,7,1190,0,1952-01-01,2015-01-01,98178,47.5026,-122.236,3,2015-03,2015,spring,old,no,279000.0,287500.0,buy,263900.0,60900.0
3348401095,2015-04-27,210000.0,4,1.75,2090,6485,1.0,no,0,3,7,1280,810,1956-01-01,1970-01-01,98178,47.4958,-122.265,4,2015-04,2015,spring,new,yes,279000.0,287500.0,buy,273000.0,63000.0
3878900815,2015-05-04,361000.0,3,2.25,2470,5650,1.0,no,2,3,7,1550,920,1973-01-01,1970-01-01,98178,47.5072,-122.25200000000001,5,2015-05,2015,spring,new,yes,279000.0,287500.0,buy,397100.00000000006,36100.00000000006
4058801230,2015-03-05,256000.0,4,1.75,1270,6825,1.0,no,2,3,7,1270,0,1950-01-01,1970-01-01,98178,47.5051,-122.242,3,2015-03,2015,spring,old,no,279000.0,287500.0,buy,332800.0,76800.0
5476800069,2014-05-27,292050.0,5,3.0,2840,7199,1.0,no,0,3,7,1710,1130,2003-01-01,1970-01-01,98178,47.5065,-122.275,5,2014-05,2014,spring,new,yes,279000.0,287500.0,buy,321255.0,29205.0
2976800700,2014-05-22,301350.0,3,3.0,1860,7440,1.0,no,0,5,7,1040,820,1954-01-01,1970-01-01,98178,47.5035,-122.255,5,2014-05,2014,spring,old,yes,279000.0,287500.0,buy,331485.0,30135.0
7390400069,2015-03-27,450000.0,2,2.75,2810,11205,1.0,no,0,3,7,1510,1300,1968-01-01,1970-01-01,98178,47.4869,-122.243,3,2015-03,2015,spring,new,yes,279000.0,287500.0,buy,495000.00000000006,45000.00000000006
9368700270,2015-04-01,137900.0,3,1.75,1160,5082,1.0,no,0,3,6,580,580,1942-01-01,1970-01-01,98178,47.503,-122.262,4,2015-04,2015,spring,old,yes,279000.0,287500.0,buy,179270.0,41370.0
4058800135,2015-04-05,419000.0,5,3.0,2190,9652,2.0,no,0,3,7,2190,0,1999-01-01,1970-01-01,98178,47.5049,-122.23899999999999,4,2015-04,2015,spring,new,no,279000.0,287500.0,buy,460900.00000000006,41900.00000000006
3352400905,2014-05-16,245000.0,4,1.0,1530,7200,1.5,no,0,3,7,1400,130,1948-01-01,1970-01-01,98178,47.5015,-122.262,5,2014-05,2014,spring,old,yes,279000.0,287500.0,buy,318500.0,73500.0
1180003175,2015-04-10,229950.0,2,1.0,850,6000,1.0,no,0,3,6,850,0,1924-01-01,1970-01-01,98178,47.4972,-122.22399999999999,4,2015-04,2015,spring,old,no,279000.0,287500.0,buy,298935.0,68985.0
179001046,2014-05-08,229000.0,3,2.5,1190,3000,2.0,no,0,3,7,1190,0,2002-01-01,1970-01-01,98178,47.4933,-122.275,5,2014-05,2014,spring,new,no,279000.0,287500.0,buy,297700.0,68700.0
